Hospital,NAME
Taylor-Sanchez,ST LUKES HOSPITAL MONROE CAMPUS
Taylor-Sanders,ST LUKES UNIVERSITY HOSPITAL - BETHLEHEM
Taylor-Small,ST MARGARETS HOSPITAL
Taylor-Smith,ST MARY MEDICAL CENTER
Taylor-Taylor,ST MARY MEDICAL CENTER INC
Taylor-Valenzuela,ST MARY MERCY HOSPITAL
Taylor-Wilson,ST MARY REHABILITATION HOSPITAL
Taylor-Young,ST MARY'S COMMUNITY HOSPITAL
Terrell Inc,ST MARY'S GOOD SAMARITAN HOSPITAL
"Terrell, Daugherty and Thomas",ST MARY'S HOSPITAL
Terrell-Buchanan,ST MARY'S MEDICAL CENTER
Terrell-Gonzalez,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC
Terrell-Terry,ST MARY'S OF MICHIGAN MEDICAL CENTER
Terry Ltd,ST MARY'S OF MICHIGAN-TOWNE CTR
Terry-Flores,ST MARY'S WARRICK HOSPITAL INC
"Thomas Booker, and Thomas",ST MARYS HEALTH CARE SYSTEM
Thomas Group,ST MARYS HOSPITAL
"Thomas Harvey and Brown,",ST MARYS HOSPITAL AND MEDICAL CENTER
Thomas Inc,ST MARYS HSPTL MED CTR
Thomas LLC,ST MARYS HSPTL SUPERIOR
Thomas Ltd,ST MARYS JANESVILLE HOSPITAL
Thomas PLC,ST NICHOLAS HOSPITAL
Thomas Sons and,ST PATRICK HOSPITAL
"Thomas Thompson Terry, and",ST PETERS HOSPITAL
"Thomas Williams Bailey, and",ST PETERSBURG GENERAL HOSPITAL
Thomas and Sons,ST RITA'S MEDICAL CENTER
"Thomas and Thomas, Mcmahon",ST SIMONS BY-THE-SEA HOSPITAL
Thomas-Ballard,ST THOMAS HOSPITAL
Thomas-Daugherty,ST VINCENT CARMEL HOSPITAL INC
Thomas-Evans,ST VINCENT CHARITY MEDICAL CENTER
Thomas-Hall,ST VINCENT CLAY HOSPITAL INC
Thomas-Johnson,ST VINCENT DUNN HOSPITAL INC
Thomas-Lopez,ST VINCENT FISHERS HOSPITAL INC
Thomas-Myers,ST VINCENT FRANKFORT HOSPITAL INC
Thomas-Nielsen,ST VINCENT GENERAL HOSPITAL DISTRICT
Thomas-Perez,ST VINCENT HEALTH CARE
Thomas-Perry,ST VINCENT HEART CENTER OF INDIANA LLC
Thomas-Peters,ST VINCENT HOSPITAL
Thomas-Robbins,ST VINCENT HSPTL
Thomas-Smith,ST VINCENT JENNINGS HOSPITAL INC
Thomas-Watson,ST VINCENT MERCY HOSPITAL
Thomas-White,ST VINCENT RANDOLPH HOSPITAL INC
Thomas-Williams,ST VINCENT SALEM HOSPITAL INC
Thompson Group,ST VINCENT SETON SPECIALTY HOSPITAL LAFAYETTE
Thompson Inc,"ST VINCENT SETON SPECIALTY HOSPITAL, INDIANAPOLIS"
Thompson LLC,ST VINCENT WILLIAMSPORT HOSPITAL INC
"Thompson Lopez Jenkins, and",ST VINCENT'S MEDICAL CENTER
Thompson Ltd,ST VINCENT'S MEDICAL CENTER SOUTHSIDE
Thompson PLC,ST VINCENTS CHILTON
"Thompson Ritter Austin, and",ST. AGNES MEDICAL CENTER
Thompson Sons and,ST. ALBANS COMMUNITY LIVING CENTER
"Thompson and Schmidt Brooks,",ST. ALEXIUS HOSPITAL - BROADWAY CAMPUS
Thompson and Sons,ST. ALEXIUS HOSPITAL - FOREST PARK CAMPUS
"Thompson and Strong, Lester",ST. ALEXIUS HOSPITAL - JEFFERSON CAMPUS
"Thompson, Cole and Johnson",ST. ANTHONY HOSPITAL
"Thompson, Gordon Ray and",ST. ANTHONY SHAWNEE HOSPITAL
"Thompson, Sanchez and Craig",ST. ANTHONY'S HOSPITAL
Thompson-Brown,ST. ANTHONY'S MEDICAL CENTER
Thompson-Cunningham,ST. ANTHONY'S REGIONAL HOSPITAL
Thompson-Davis,ST. BERNARD PARISH HOSPITAL
Thompson-Dorsey,ST. BERNARDINE MEDICAL CENTER
Thompson-Morrow,ST. BERNARDS BEHAVIORAL HEALTH
Thompson-Ortega,ST. BERNARDS MEDICAL CENTER
Thompson-Robertson,ST. CATHERINE MEMORIAL HOSPITAL
Thompson-Rodriguez,ST. CATHERINE OF SIENA MEDICAL CENTER
Thompson-Singh,ST. CHARLES PARISH HOSPITAL
Thompson-Tyler,ST. CHARLES SURGICAL HOSPITAL
Thompson-Underwood,ST. CLAIRE REGIONAL MEDICAL CENTER
Thompson-Walker,ST. CLARE HOSPITAL
Thompson-Weber,ST. DAVID'S MEDICAL CENTER
"Thornton Brown Castro, and",ST. DAVID'S REHABILITATION CENTER
"Thornton, and Winters Mccarthy",ST. DAVID'S SOUTH AUSTIN MEDICAL CENTER
Thornton-Anderson,ST. DOMINIC-JACKSON MEMORIAL HOSPITAL
Thornton-Sharp,ST. ELIAS SPECIALTY HOSPITAL
"Todd and Mullins, Smith",ST. ELIZABETH COMMUNITY HOSPITAL
Todd-Holmes,ST. ELIZABETH COVINGTON
Todd-Madden,ST. ELIZABETH EDGEWOOD
Todd-White,ST. ELIZABETH FLORENCE
Torres Group,ST. ELIZABETH FT. THOMAS
Torres Inc,ST. ELIZABETH GRANT
Torres LLC,ST. ELIZABETH HOSPITAL
Torres Ltd,ST. ELIZABETH MEDICAL CENTER
Torres PLC,ST. ELIZABETH OWEN
"Torres Vazquez and Boyd,",ST. ELIZABETH'S MEDICAL CENTER
"Torres and Gonzalez, Peterson",ST. FRANCIS HOSPITAL
Torres and Sons,ST. FRANCIS MEDICAL CENTER
"Torres, Boyle and Hubbard",ST. FRANCIS MEMORIAL HOSPITAL
"Torres, Green Orozco and",ST. HELENA HOSPITAL
Torres-Christensen,ST. HELENA HOSPITAL - CLEARLAKE
Torres-Fischer,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH
Torres-Jimenez,ST. HELENA PARISH HOSPITAL
Torres-Kane,ST. JAMES BEHAVIORAL HEALTH HOSPITAL
Torres-Lewis,ST. JAMES MERCY HEALTH SYSTEM
Torres-Lopez,ST. JAMES PARISH HOSPITAL
Torres-Martin,ST. JOHN BROKEN ARROW
Torres-Smith,"ST. JOHN MEDICAL CENTER, INC."
Torres-White,ST. JOHN OWASSO
"Townsend and Duke Ballard,",ST. JOHN REHABILITATION HOSPITAL AFFILIATED WITH HEALTHSOUTH
"Townsend, Jimenez Thomas and","ST. JOHN SAPULPA, INC."
"Townsend, and Lopez Larson",ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE
Townsend-Gutierrez,ST. JOHN'S PLEASANT VALLEY HOSPITAL
Townsend-Harris,ST. JOHN'S REGIONAL MEDICAL CENTER
Tran Group,ST. JOHN'S RIVERSIDE HOSPITAL - DOBBS FERRY
Tran LLC,ST. JOSEPH HOSPITAL
Tran Ltd,ST. JOSEPH HOSPITAL - EUREKA
"Tran Ruiz Sexton, and",ST. JOSEPH HOSPITAL - ORANGE
"Tran and Perkins Marshall,",ST. JOSEPH MEDICAL CENTER
"Tran, Sullivan and Johnson",ST. JOSEPH MEDICAL CENTER IN THE HEIGHTS
Tran-Bryant,ST. JOSEPH REGIONAL HEALTH CENTER
Tran-Hunter,ST. JOSEPH REGIONAL MEDICAL CENTER
Tran-Johnson,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER
Tran-Rice,ST. JOSEPH'S CHILDREN'S HOSPITAL
Travis Inc,ST. JOSEPH'S HOSPITAL
Trevino-Bennett,ST. JOSEPH'S HOSPITAL MEDICAL CENTER
Trujillo Group,ST. JOSEPH'S HOSPITAL SOUTH
Trujillo Inc,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON
"Trujillo and Miller, Brown",ST. JUDE CHILDREN'S RESEARCH HOSPITAL
Trujillo-Berg,ST. JUDE MEDICAL CENTER
Trujillo-Cannon,ST. LANDRY EXTENDED CARE HOSPITAL
Trujillo-Mcclure,ST. LOUIS CHILDREN'S HOSPITAL
Tucker Inc,ST. LOUIS PSYCHIATRIC REHABILITATION CENTER
Tucker Ltd,ST. LOUISE REGIONAL HOSPITAL
Tucker PLC,ST. LUKE LIVING CENTER
"Tucker, and Ramirez Patterson",ST. LUKE'S CORNWALL HOSPITAL - CORNWALL CAMPUS
Tucker-Conley,ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS
Tucker-Mckee,ST. LUKE'S ELMORE
Tucker-Moyer,ST. LUKE'S HOSPITAL
Tucker-Robinson,ST. LUKE'S HOSPITAL - WARREN CAMPUS
Tucker-Stewart,ST. LUKE'S HOSPITAL AT THE VINTAGE
"Turner Bradford and Allison,",ST. LUKE'S HOSPITAL OF KANSAS CITY
"Turner Duran Montgomery, and",ST. LUKE'S JEROME
Turner Group,ST. LUKE'S LAKESIDE HOSPITAL
Turner Inc,ST. LUKE'S MAGIC VALLEY MEDICAL CENTER
Turner Ltd,ST. LUKE'S MCCALL
Turner PLC,ST. LUKE'S MEDICAL CENTER
"Turner Sexton, Anderson and",ST. LUKE'S MERIDIAN MEDICAL CENTER
"Turner Stevens, Castro and",ST. LUKE'S METHODIST HOSPITAL
Turner-Mcguire,ST. LUKE'S NORTHLAND HOSPITAL - BARRY ROAD
Turner-Russell,ST. LUKE'S NORTHLAND HOSPITAL - SMITHVILLE
Turner-Taylor,ST. LUKE'S PATIENTS MEDICAL CENTER
Turner-Wood,ST. LUKE'S REGIONAL MEDICAL CENTER
Tyler PLC,ST. LUKE'S REHABILITATION
"Tyler, Black and Young",ST. LUKE'S REHABILITATION HOSPITAL
Tyler-Peterson,ST. LUKE'S REHABILITATION INSTITUTE
Underwood LLC,ST. LUKE'S THE WOODLANDS HOSPITAL
"Underwood Logan, and Smith",ST. LUKE'S WOOD RIVER MEDICAL CENTER
Valdez LLC,ST. LUKES SUGAR LAND HOSPITAL
"Valdez, Andrade Tucker and",ST. LUKES'S REGIONAL MEDICAL CENTER
Valdez-Anderson,ST. MARK'S MEDICAL CENTER
Valdez-Hamilton,ST. MARKS HOSPITAL
Valencia Group,ST. MARTIN HOSPITAL
Valentine Ltd,ST. MARY - ROGERS MEMORIAL HOSPITAL
Valenzuela Group,ST. MARY MEDICAL CENTER
Valenzuela-Martinez,ST. MARY REGIONAL MEDICAL CENTER
Vance PLC,ST. MARY'S GENERAL HOSPITAL
Vance-Mendez,ST. MARY'S HEALTH CENTER
Vang Group,ST. MARY'S HEALTHCARE
Vang Inc,ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS
Vargas Group,ST. MARY'S HOSPITAL AND CLINICS
Vargas LLC,ST. MARY'S MEDICAL CENTER
Vargas PLC,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO"
Vargas-Cohen,ST. MARY'S REGIONAL MEDICAL CENTER
Vasquez Group,ST. PETER'S ADDICTION RECOVERY CENTER
Vasquez LLC,ST. PETER'S HOSPITAL
Vasquez PLC,ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS
"Vasquez Sanchez, Robles and",ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS
Vasquez-Becker,ST. ROSE DOMINICAN HOSPITALS - SIENA CAMPUS
"Vaughn Gonzalez, Wheeler and",ST. ROSE HOSPITAL
Vaughn PLC,ST. TAMMANY PARISH HOSPITAL
Vaughn-Hill,ST. THERESA SPECIALTY HOSPITAL - KENNER
Vazquez Group,ST. VINCENT ANDERSON REGIONAL HOSPITAL
"Vazquez Johnson, and Leblanc",ST. VINCENT DOCTORS HOSPITAL
"Vega Durham Morrison, and",ST. VINCENT INFIRMARY HEALTH SYSTEM
Vega-Wilkerson,ST. VINCENT MEDICAL CENTER
"Velasquez Clark and Robertson,",ST. VINCENT MEDICAL CENTER - NORTH
Velasquez Ltd,ST. VINCENT MORRILTON
Velasquez PLC,ST. VINCENT REHABILITATION HOSPITAL
Velasquez-Garrison,ST. VINCENT'S BIRMINGHAM
Velasquez-Gates,ST. VINCENT'S BLOUNT
Velasquez-Parker,ST. VINCENT'S EAST
Velez Sons and,ST. VINCENT'S HOSPITAL WESTCHESTER
"Velez Walter, Hoffman and",ST. VINCENT'S MEDICAL CENTER CLAY COUNTY
Villa LLC,ST. VINCENT'S ST.CLAIR
"Villa Wilson, and Huber",STAFFORD COUNTY HOSPITAL
"Villa, Hammond Lee and",STAFFORD HOSPITAL
Villa-Mcmillan,STAMFORD HOSPITAL
Villanueva Ltd,STAMFORD MEMORIAL HOSPITAL
Villanueva-Scott,STANDING ROCK INDIAN HEALTH SERVICES HOSPITAL
Villegas-Pacheco,STANFORD HOSPITAL
Vincent LLC,STANISLAUS SURGICAL HOSPITAL
Vincent Ltd,STANTON COUNTY HOSPITAL
Vincent-Hernandez,STAR MEDICAL CENTER
Vincent-Schroeder,STAR VALLEY MEDICAL CENTER
"Wade Calhoun, Stanton and",STAR VIEW ADOLESCENT - P H F
Wade Group,STARR COUNTY MEMORIAL HOSPITAL
Wade Ltd,STARR REGIONAL MEDICAL CENTER
"Wade Walker, Price and",STARR REGIONAL MEDICAL CENTER ETOWAH
"Wade, Chapman Hernandez and",STATEN ISLAND UNIV HOSP-CONCORD DIV
"Wade, and Kane Brooks",STATEN ISLAND UNIVERSITY HOSPITAL - NORTH
Wade-Cooper,STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH
Wade-Garcia,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL
Wagner Inc,STEELE MEMORIAL MEDICAL CENTER
Wagner LLC,STEPHENS COUNTY HOSPITAL
Wagner PLC,STEPHENS MEMORIAL HOSPITAL
Wagner-Casey,STERLING REGIONAL MEDCENTER
Wagner-Gill,STERLING SURGICAL HOSPITAL
Wagner-Henry,STERLINGTON REHABILITATION HOSPITAL
Wagner-Petersen,STEVENS COMMUNITY MED CENTER
Wagner-Sanchez,STEVENS COUNTY HOSPITAL
Wagner-Stuart,STEWARD HILLSIDE REHABILITATION HOSPITAL
Wagner-Thomas,STEWART MEMORIAL COMMUNITY HOSPITAL
Wagner-Young,STEWART WEBSTER HOSPITAL
"Walker Cruz and Roberts,",STILLWATER HOSPITAL ASSOCIATION INC
Walker Group,STILLWATER MEDICAL CENTER
Walker Inc,STONE COUNTY HOSPITAL
Walker LLC,STONE COUNTY MEDICAL CENTER
Walker Ltd,STONE SPRINGS HOSPITAL CENTER
Walker PLC,STONEWALL JACKSON MEMORIAL HOSPITAL
"Walker Ruiz, Clark and",STONEWALL MEMORIAL HOSPITAL
Walker Sons and,STONY BROOK UNIVERSITY HOSPITAL
"Walker and Hale, Campbell",STORMONTVAIL HEALTHCARE
"Walker and Jones, Martin",STORY CITY MEMORIAL HOSPITAL
Walker and Sons,STORY COUNTY HOSPITAL
"Walker, and Payne Taylor",STORY COUNTY HOSPITAL NORTH
Walker-Chang,STOUGHTON HOSPITAL
Walker-Garcia,STRAITH HOSPITAL FOR SPECIAL SURGERY
Walker-Greer,STRATEGIC BEHAVIORAL CENTER CHARLOTTE
Walker-Hayes,STRATEGIC BEHAVIORAL CENTER GARNER
Walker-Johnson,STRATEGIC BEHAVIORAL CENTER LELAND
Walker-Jones,STRAUB CLINIC AND  HOSPITAL
Walker-Liu,STREAMWOOD BEHAVIORAL HEALTH CENTER
Walker-Mason,STRINGFELLOW MEMORIAL HOSPITAL
Walker-Nichols,STRONG MEMORIAL HOSPITAL
Walker-Olson,STROUD REGIONAL MEDICAL CENTER
Walker-Pittman,STURDY MEMORIAL HOSPITAL
Walker-Ray,STURGIS HOSPITAL
Walker-Rojas,STURGIS REGIONAL HOSPITAL
Walker-Schneider,SUBURBAN COMMUNITY HOSPITAL
Walker-Smith,SUBURBAN HOSPITAL
Walker-Walton,SULLIVAN COUNTY COMMUNITY HOSPITAL
Walker-Wilkerson,SULLIVAN COUNTY MEMORIAL HOSPITAL
Wall-Scott,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL
Wall-Weaver,SUMMA HEALTH SYSTEMS AKRON HOSPITAL
Wallace Group,SUMMA REHAB HOSPITAL
Wallace Inc,SUMMA WADSWORTH-RITTMAN HOSPITAL
Wallace LLC,SUMMA WESTERN RESERVE HOSPITAL
Wallace Ltd,SUMMERLIN HOSPITAL MEDICAL CENTER
Wallace PLC,SUMMERS COUNTY ARH HOSPITAL
Wallace Sons and,SUMMERSVILLE REGIONAL MEDICAL CENTER
"Wallace Washington, Garrett and",SUMMERVILLE MEDICAL CENTER
"Wallace and Rosario, Moore",SUMMIT BEHAVIORAL HEALTHCARE
Wallace-Johnson,SUMMIT HEALTHCARE ASSOCIATION
Wallace-Smith,SUMMIT MEDICAL CENTER LLC
"Waller Reyes, Bryant and","SUMMIT MEDICAL CENTER, LLC"
Waller-Miller,SUMMIT OAKS HOSPITAL
"Walls Frederick Church, and",SUMMIT PACIFIC MEDICAL CENTER
Walls Group,SUMMIT PARK HOSPITAL & NURSING CARE CENTER
Walls Ltd,SUMMIT SURGICAL LLC
Walls-Hernandez,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED
Walls-Wright,SUMNER COUNTY HOSPITAL
"Walsh Lee and Hamilton,",SUMNER REGIONAL MEDICAL CENTER
Walsh Ltd,SUMTER REGIONAL HOSPITAL
Walsh PLC,SUN BEHAVIORAL COLUMBUS
"Walsh, Lopez Hartman and",SUN BEHAVIORAL HOUSTON
"Walsh, Morris Young and",SUNBURY COMMUNITY HOSPITAL
Walsh-Deleon,SUNCOAST BEHAVIORAL HEALTH CENTER
Walter Ltd,SUNDANCE HOSPITAL
Walter-Hooper,SUNDANCE HOSPITAL DALLAS
Walters Inc,SUNNYSIDE COMMUNITY HOSPITAL
Walters PLC,SUNNYVIEW REHABILITATION HOSPITAL
Walters-Brown,SUNRISE CANYON
Walton Group,SUNRISE HOSPITAL AND MEDICAL CENTER
Walton Inc,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON
"Walton and Silva, Cannon",SURGICAL HOSPITAL AT SOUTHWOODS
"Walton, Kim Brown and",SURGICAL HOSPITAL OF OKLAHOMA
Walton-James,SURGICAL INSTITUTE OF READING
Walton-Reynolds,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH
Wang LLC,SURGICAL SPECIALTY CENTER OF BATON ROUGE
"Wang Pena, Murray and",SURPRISE VALLEY COMMUNITY HOSPITAL
Wang-Barker,SUSAN B ALLEN MEMORIAL HOSPITAL
Wang-Fernandez,SUTTER AMADOR HOSPITAL
Wang-Ward,SUTTER AUBURN FAITH HOSPITAL
"Ward Flores, and Dixon",SUTTER CENTER FOR PSYCHIATRY
Ward Group,SUTTER COAST HOSPITAL
Ward Inc,SUTTER DAVIS HOSPITAL
Ward LLC,SUTTER DELTA MEDICAL CENTER
Ward Ltd,SUTTER LAKESIDE HOSPITAL
"Ward Mcdaniel, and Cowan",SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ
Ward PLC,SUTTER MEDICAL CENTER OF SANTA ROSA
"Ward and Christensen, Russell","SUTTER MEDICAL CENTER, SACRAMENTO"
"Ward and Copeland, Johnson",SUTTER MEMORIAL HOSPITAL
Ward-Burke,SUTTER ROSEVILLE MEDICAL CENTER
Ward-Murphy,SUTTER SANTA ROSA REGIONAL HOSPITAL
Ward-Wilson,SUTTER SOLANO MEDICAL CENTER
Ware Inc,SUTTER SURGICAL HOSPITAL-NORTH VALLEY
Ware Ltd,SUTTER TRACY COMMUNITY HOSPITAL
Ware-Gonzales,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY
Warner LLC,SWAIN COMMUNITY HOSPITAL
Warner Ltd,SWEDISH AMERICAN HOSPITAL
Warner and Sons,SWEDISH COVENANT HOSPITAL
Warren Inc,SWEDISH MEDICAL CENTER
Warren LLC,SWEDISH MEDICAL CENTER - BALLARD CAMPUS
Warren PLC,SWEDISH MEDICAL CENTER - CHERRY HILL CAMPUS
"Warren, and Oneill Hernandez",SWEDISH MEDICAL CENTER - EDMONDS
Warren-Brown,SWEDISH MEDICAL CENTER - FIRST HILL CAMPUS
Warren-Hughes,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS
Warren-King,SWEDISH MEDICAL CENTER - REDMOND ED
Warren-Ochoa,SWEDISHAMERICAN MEDICAL CENTER BELVIDERE
Washington Group,SWEENY COMMUNITY HOSPITAL
Washington Inc,SWEETWATER HOSPITAL ASSOCIATION
Washington LLC,SWIFT COUNTY BENSON HOSPITAL
Washington PLC,SWISHER MEMORIAL HOSPITAL
"Washington Sanchez, and Gates",SYCAMORE MEDICAL CENTER
Washington-Keller,SYCAMORE SHOALS HOSPITAL
Waters Group,SYCAMORE SPRINGS
Watkins Group,SYOSSET HOSPITAL
Watkins Inc,SYRINGA HOSPITAL & CLINICS
Watkins LLC,T J HEALTH COLUMBIA
Watkins Ltd,T J SAMSON COMMUNITY HOSPITAL
"Watkins and Watson, Cooper",TACOMA GENERAL HOSPITAL
"Watkins, Wang and Henson",TAHOE FOREST HOSPITAL
Watkins-Strong,TAHOE PACIFIC HOSPITALS - MEADOWS
"Watson Burgess Williams, and",TAHOE PACIFIC HOSPITALS-NORTH
Watson Group,TAKOMA ADVENTIST HOSPITAL
Watson Inc,TALLAHASSEE MEMORIAL HOSPITAL
Watson LLC,TALLAHATCHIE GENERAL HOSPITAL
Watson Ltd,TAMPA COMMUNITY HOSPITAL
Watson PLC,TAMPA GENERAL HOSPITAL
"Watson, Chambers Peck and",TANNER MEDICAL CENTER - CARROLLTON
"Watson, Vaughn Santiago and",TANNER MEDICAL CENTER VILLA RICA
"Watson, and Santiago Davidson",TARZANA TREATMENT CENTER
Watson-Brady,TAUNTON STATE HOSPITAL
Watson-Diaz,TAWAS ST JOSEPH HOSPITAL
Watson-Gillespie,TAYLOR HARDIN SECURE MEDICAL FACILITY
Watson-Lopez,TAYLOR HOSPITAL
Watts Ltd,TAYLOR REGIONAL HOSPITAL
"Watts Miller, and Cuevas",TAYLORVILLE MEMORIAL HOSPITAL
"Watts Weaver Knight, and",TECHE REGIONAL MEDICAL CENTER
Watts-Bartlett,TELECARE EL DORADO COUNTY PHF
Weaver Group,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY
Weaver Inc,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY
Weaver-Parker,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY
Weaver-Sharp,TELECARE SANTA CRUZ PHF
Weaver-Williams,TELECARE STANISLAUS COUNTY PHF
Webb Group,TELECARE WILLOW ROCK CENTER
Webb Inc,TEMECULA VALLEY HOSPITAL
Webb LLC,"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER"
"Webb Lee, Hendricks and",TEMPLE COMMUNITY HOSPITAL
Webb Ltd,TEMPLE UNIVERSITY HOSPITAL
"Webb and Fritz Mcintyre,",TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER
"Webb, Frye Carter and","TEN LAKES CENTER, LLC"
"Webb, Patton Delgado and",TENNOVA HEALTHCARE - CLARKSVILLE
Webb-Aguirre,TENNOVA HEALTHCARE - CLEVELAND
Webb-Davis,TENNOVA HEALTHCARE - DYERSBURG REGIONAL
Webb-Kaiser,TENNOVA HEALTHCARE - HARTON
"Weber Cunningham, Leblanc and",TENNOVA HEALTHCARE - JAMESTOWN
Weber Inc,TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL
Weber LLC,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER
Weber Ltd,TENNOVA HEALTHCARE - LEBANON
Weber PLC,TENNOVA HEALTHCARE - LEBANON MCFARLAND CAMPUS
"Weber, Barrett and Weiss",TENNOVA HEALTHCARE - MCNAIRY REGIONAL
Weber-Warren,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER
Weeks LLC,TENNOVA HEALTHCARE - REGIONAL JACKSON
"Weeks Oliver Cohen, and",TENNOVA HEALTHCARE - SHELBYVILLE
"Weeks and Robinson, King",TENNOVA HEALTHCARE - VOLUNTEER MARTIN
Weiss Group,TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER
Weiss-Lee,TENNOVA HEALTHCARE PHYSICIANS REGIONAL MEDICAL CENTER
Welch Group,TENNOVA HEALTHCARE TURKEY CREEK MEDICAL CENTER
Welch Inc,TERRE HAUTE REGIONAL HOSPITAL
Welch LLC,TERREBONNE GENERAL MEDICAL CENTER
Welch-Case,TERRELL STATE HOSPITAL
Welch-Gomez,TETON COUNTY HOSPITAL DISTRICT
Wells Group,TETON VALLEY HEALTH CARE
Wells LLC,TEWKSBURY HOSPITAL
"Wells Marshall, and Cooper",TEXAS CENTER FOR INFECTIOUS DISEASE
"Wells Martinez, Dixon and",TEXAS CHILDREN'S HOSPITAL
"Wells and Smith Grimes,",TEXAS CHILDREN'S HOSPITAL WEST CAMPUS
Wells and Sons,TEXAS CHILDRENS HOSPITAL THE WOODLANDS
Wells-Knapp,TEXAS COUNTY MEMORIAL HOSPITAL
"West Blanchard Wells, and",TEXAS GENERAL HOSPITAL
West Inc,TEXAS GENERAL HOSPITAL - VAN ZANDT REGIONAL MEDICAL CENTER
West LLC,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL
West Ltd,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLANO
"West, Watkins Rangel and",TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE
West-Patel,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE
Wheeler Inc,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE
Wheeler-Powers,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH
Wheeler-Rogers,TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD
Wheeler-Sawyer,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE
Whitaker Inc,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH
Whitaker-Adams,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE
Whitaker-Fisher,TEXAS HEALTH HEART & VASCULAR HOSPITAL  ARLINGTON
Whitaker-Wright,TEXAS HEALTH HOSPITAL
White Group,TEXAS HEALTH HOSPITAL CLEARFORK
White Inc,TEXAS HEALTH HUGULEY HOSPITAL
White LLC,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN
White Ltd,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS
"White Mitchell and Hurst,",TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON
White PLC,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND
"White Williams and Frye,",TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN
"White and Aguirre Nguyen,",TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO
"White and Nelson Green,",TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL
White and Sons,TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO
"White and Washington Khan,",TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH
"White, Alvarez and Fischer",TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD
"White, Duncan Mitchell and",TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS
"White, and Jones Perez",TEXAS NEUROREHAB CENTER
White-Cruz,TEXAS NEUROREHAB CENTER BEHAVIORAL
White-Dawson,TEXAS ORTHOPEDIC HOSPITAL
White-Garcia,TEXAS REHABILITATION HOSPITAL OF ARLINGTON
White-Graves,TEXAS REHABILITATION HOSPITAL OF FORT WORTH
White-Green,TEXAS RURAL HOSPITAL
White-Hampton,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN
White-Jackson,TEXAS SPINE AND JOINT HOSPITAL
